id;name;full_name;birth_date;height_cm;weight_kgs;positions;nationality;overall_rating;preferred_foot;weak_foot(1-5);skill_moves(1-5);club_team
242268;C. Özkan;Can Özkan;02.12.1999;182.88;69.9;RB;Germany;63;Right;3;2;DSC Arminia Bielefeld
239452;I. Diallo;Ibrahima Diallo;08.03.1999;152.4;68;CM;France;63;Left;3;2;Stade Brestois 29
244571;D. Zamora;Daniel Zamora;05.03.1998;185.42;78;CB;Mexico;63;Right;3;2;Club América
222299;Jin Taiyan;???;21.08.1989;175.26;62.1;LB;China PR;63;Right;4;2;Beijing Sinobo Guoan FC
221531;M. Maroši;Marko Maroši;23.10.1993;190.5;79.8;GK;Slovakia;63;Right;3;1;Doncaster Rovers
199259;Kim Da Sol;??? Da Sol Kim;04.01.1989;187.96;82.1;GK;Korea Republic;63;Right;3;1;Suwon Samsung Bluewings
241237;F. Kanoute;Franck Kanoute;13.12.1998;185.42;78;CM;Senegal;63;Right;3;3;Pescara
239701;R. Schmid;Romano Schmid;27.01.2000;175.26;73;CAM;Austria;63;Right;3;3;Wolfsberger AC
236885;B. Vazquez;Brandon Vazquez;14.10.1998;190.5;78.9;ST;United States;63;Right;3;2;Atlanta United
221525;S. Nelson;Sid Nelson;01.01.1996;185.42;74.8;CB;England;63;Right;3;2;Tranmere Rovers
213589;J. Muñoz;Joaquín Muñoz;28.12.1990;154.94;82.1;GK;Chile;63;Right;2;1;Audax Italiano
189780;E. Pezzi;Enrico Pezzi;24.09.1989;154.94;74.8;LB;Italy;63;Right;4;2;Carpi
244820;S. Gölles;Stefan Gölles;04.10.1991;187.96;82.1;RB;Austria;63;Right;3;2;Wolfsberger AC
242004;Jeon Se Jin;??? Se Jin Jeon;09.09.1999;182.88;69.9;ST;Korea Republic;63;Right;4;3;Suwon Samsung Bluewings
228692;H. Jafry;Hassan Essa Jafry;27.07.1991;152.4;68.9;CDM;Saudi Arabia;63;Left;3;2;Al Fayha
191827;Yoo Hyun;?? ??;01.08.1984;182.88;82.1;GK;Korea Republic;63;Right;3;1;FC Seoul
204371;H. Ben Moussa;Hilal Ben Moussa;22.05.1992;154.94;73.9;CM;Morocco;63;Right;3;3;FC Emmen
245842;O. Ndiaye;Ousseynou Ndiaye;24.11.1998;182.88;74.8;CAM;Senegal;63;Left;3;3;Olympique Lyonnais
245586;Guerrero;Adrià Guerrero Aguilar;28.01.1998;175.26;73.9;LWB;Spain;63;Left;2;2;Valencia CF
242514;F. Plach;František Plach;08.03.1992;193.04;79.8;GK;Slovakia;63;Right;2;1;Piast Gliwice
229970;L. Soares;Ludovic Soares;08.05.1994;175.26;68;LB;France;63;Left;3;2;Clermont Foot 63
191569;Gao Di;??;06.01.1990;152.4;74.8;ST;China PR;63;Right;3;2;Shanghai Greenland Shenhua FC
240465;Roger Figueras;Roger Figueras Ballart;05.04.1997;154.94;73.9;RB;Spain;63;Right;3;2;Gimnàstic de Tarragona
235089;Y. Nogami;?? ??;20.04.1991;154.94;72.1;CB;Japan;63;Right;2;2;Sanfrecce Hiroshima
226129;J. Gorenc Stankovi?;Jon Gorenc Stankovi?;14.01.1996;190.5;78;CB;Slovenia;63;Right;3;2;Huddersfield Town
242512;A. Gryszkiewicz;Adrian Gryszkiewicz;13.12.1999;185.42;81.2;LB;Poland;63;Left;3;2;Górnik Zabrze
242256;E. Calvillo;Eric Calvillo;02.01.1998;170.18;64;CM;United States;63;Right;5;2;San Jose Earthquakes
235600;B. Al Mutairi;Bandar Al Mutairi;14.03.1990;167.64;49.9;LB;Saudi Arabia;63;Left;3;2;Al Batin
166736;M. Andersen;Magnus Andersen;28.05.1986;152.4;71.2;RM;Norway;63;Right;3;2;Tromsø IL
225872;J. McGrath;Jamie McGrath;30.09.1996;175.26;69.9;CAM;Republic of Ireland;63;Right;3;3;Dundalk
247119;S. Demetriou;Stelios Demetriou;04.10.1990;154.94;73.9;LB;Cyprus;63;Left;4;2;Macclesfield Town
234831;N. Rieble;Nico Rieble;22.08.1995;182.88;79.8;LB;Germany;63;Left;5;2;FC Hansa Rostock
234319;L. Travis;Lewis Travis;16.10.1997;175.26;69.9;CDM;England;63;Right;3;2;Blackburn Rovers
232527;D. Schmidt;Héctor Damián Schmidt;07.12.1992;182.88;82.1;CB;Argentina;63;Right;2;2;Club Atlético Colón
246862;Ruan Teles;Ruan Ribeiro Teles;23.10.1997;172.72;64.9;RM;Brazil;63;Right;3;3;Clube Sport Marítimo
239182;M. Fritz;Moritz Fritz;15.07.1993;193.04;83.9;CB;Germany;63;Right;4;2;SC Fortuna Köln
193613;J. Hanson;James Hanson;09.11.1987;193.04;78;ST;England;63;Left;3;2;AFC Wimbledon
228685;E. List;Elliott List;12.05.1997;152.4;72.1;ST;England;63;Right;3;3;Gillingham
212045;C. Højer Nielsen;Casper Højer Nielsen;20.11.1994;182.88;79.8;LB;Denmark;63;Left;2;2;Aarhus GF
242764;H. Ishige;?? ??;21.09.1994;170.18;68.9;LM;Japan;63;Right;4;3;Shimizu S-Pulse
216396;R. González;Rodrigo Armando González Cárdenas;12.04.1995;182.88;74.8;CB;Mexico;63;Right;2;2;U.N.A.M.
212812;K. Kinoshita;?? ??;03.10.1994;190.5;84.8;ST;Japan;63;Right;3;3;Sint-Truidense VV
190539;P. Engblom;Pontus Engblom;03.11.1991;182.88;74.8;ST;Sweden;63;Right;4;2;Sandefjord Fotball
238667;A. Odabas;Ali Odabas;20.10.1993;187.96;78;CB;Germany;63;Left;3;2;SSV Jahn Regensburg
229707;J. Lewis;Jonathan Lewis;04.06.1997;170.18;68;LW;United States;63;Right;2;3;New York City FC
225355;W. Parra;William Parra;01.03.1995;165.1;54.9;CDM;Colombia;63;Right;3;2;Independiente Medellín
180810;J. Mareš;Jakub Mareš;26.01.1987;182.88;78.9;ST;Czech Republic;63;Right;4;3;Zag??bie Lubin
229194;A. Georgen;Alec Georgen;17.09.1998;172.72;67.1;RB;France;63;Right;3;2;Paris Saint-Germain
246857;O. Abdeldjelil;Oussama Abdeldjelil;23.06.1993;187.96;79.8;ST;Algeria;63;Right;3;2;Red Star FC
244041;M. Kiprit;Muhammed Kiprit;09.07.1999;182.88;79.8;ST;Germany;63;Right;4;3;FC Wacker Innsbruck
195396;L. Tankulic;Luka Tankulic;21.06.1991;182.88;77.1;ST;Germany;63;Right;4;3;SV Meppen
236868;Arribas;Óscar Arribas Pasero;28.10.1998;154.94;71.2;ST;Spain;63;Right;3;2;AD Alcorcón
210244;L. Angol;Lee Angol;04.08.1994;187.96;74.8;ST;England;63;Right;3;3;Lincoln City
208196;M. Aceval;Miguel Ángel Aceval Muñoz;08.01.1983;182.88;88;LB;Chile;63;Left;3;2;Club Deportes Temuco
243523;S. Suganuma;?? ??;17.05.1990;182.88;78;CB;Japan;63;Right;3;2;Gamba Osaka
242755;J. Yeboah;John Yeboah;23.06.2000;170.18;66.2;LM;Germany;63;Left;3;3;VfL Wolfsburg
242499;D. Smuga;Daniel Smuga;18.01.1997;182.88;78;ST;Poland;63;Right;4;3;Górnik Zabrze
239170;V. Hammershøj-Mistrati;Vito Hammershøj-Mistrati;15.06.1992;152.4;76.2;CM;Denmark;63;Right;3;2;Hobro IK
225090;Sergio Buenacasa;Sergio Buenacasa Alba;19.04.1996;182.88;73;ST;Spain;63;Right;3;3;RCD Mallorca
203842;M. Fitzgerald;Michael James Fitzgerald;17.09.1988;185.42;82.1;CB;Japan;63;Right;3;2;Kawasaki Frontale
244545;Valdu Té;Valdumar Augusto Té;14.08.1997;187.96;79.8;ST;Guinea Bissau;63;Right;3;2;Vitória de Setúbal
244033;R. Serena;Riccardo Serena;26.09.1996;172.72;69.9;CM;Italy;63;Right;3;2;Padova
234049;B. Niasse;Babacar Niasse;20.12.1996;195.58;64.9;GK;Senegal;63;Right;3;1;KAS Eupen
223041;E. Ersu;Erten Ersu;21.04.1994;195.58;92.1;GK;Turkey;63;Right;2;1;Fenerbahçe SK
205377;D. Léon;Donovan Léon;03.11.1992;185.42;88;GK;France;63;Right;2;1;Stade Brestois 29
237888;C. Maloney;Connor Maloney;18.05.1995;167.64;66.2;RB;United States;63;Right;2;2;Columbus Crew SC
203328;S. Hoskins;Sam Hoskins;04.02.1993;172.72;67.1;RM;England;63;Right;3;3;Northampton Town
247103;D. Hancko;Dávid Hancko;13.12.1997;187.96;78;LB;Slovakia;63;Left;3;2;Fiorentina
239679;P. Mazzocchi;Pasquale Mazzocchi;27.07.1995;154.94;73.9;RB;Italy;63;Right;2;2;Perugia
163135;M. Tørnes;Michael Tørnes;08.01.1986;187.96;83.9;GK;Denmark;63;Right;2;1;Vendsyssel FF
219967;D. H?adun;Dominik H?adun;17.09.1995;190.5;77.1;GK;Poland;63;Right;2;1;Zag??bie Lubin
17725;A. Hughes;Aaron  Hughes;08.11.1979;182.88;69.9;CB;Northern Ireland;63;Right;3;2;Heart of Midlothian
201277;M. Nielsen;Mathias Nielsen;02.03.1991;187.96;79.8;CB;Denmark;63;Right;3;2;AC Horsens
200253;J. Lindberg;Jonas Lindberg;24.03.1989;152.4;69.9;ST;Sweden;63;Right;3;2;IK Sirius
242492;J. Medina;Jeison Medina Escobar;27.02.1995;154.94;73.9;RM;Colombia;63;Right;3;2;América de Cali
229436;S. Gartenmann;Stefan Gartenmann;02.02.1997;185.42;83;RB;Denmark;63;Right;3;2;SønderjyskE
221244;J. Ramos;Jorge Luis Ramos Sánchez;02.10.1992;182.88;79.8;RM;Colombia;63;Right;3;3;Deportes Tolima
244283;M. Büyüksakarya;Marvin Büyüksakarya;11.04.1995;172.72;69.9;RB;Germany;63;Right;4;3;VfR Aalen
53818;M. Bloomfield;Matt Bloomfield;08.02.1984;172.72;73;CM;England;63;Right;4;2;Wycombe Wanderers
244538;S. Bauer;Sebastian Bauer;07.11.1992;182.88;77.1;CB;Austria;63;Right;3;2;FC Admira Wacker Mödling
176442;R. Milsom;Robert Milsom;02.01.1987;152.4;72.1;CM;England;63;Left;2;2;Notts County
234298;N. Alho;Nikolai Alho;12.03.1993;172.72;76.2;RM;Finland;63;Right;3;3;HJK Helsinki
233018;Kim Dae Won;??? ???;10.02.1997;172.72;64;LW;Korea Republic;63;Right;4;2;Daegu FC
228410;D. Iversen;Daniel Iversen;19.07.1997;190.5;84.8;GK;Denmark;63;Right;2;1;Oldham Athletic
222266;J. Bartosz;Jakub Bartosz;13.08.1996;182.88;76.2;RB;Poland;63;Right;2;2;Wis?a Kraków
244793;T. Chorý;Tomáš Chorý;26.01.1995;200.66;101.2;ST;Czech Republic;63;Right;3;2;Viktoria Plze?
231993;Chi Wenyi;???;18.02.1988;182.88;69.9;GK;China PR;63;Right;1;1;Beijing Sinobo Guoan FC
244024;O. Batista Meier;Oliver Batista Meier;16.02.2001;152.4;59.9;LM;Germany;63;Right;3;3;FC Bayern München
229176;G. Sa?lam;Görkem Sa?lam;11.04.1998;152.4;72.1;CAM;Germany;63;Right;3;3;VfL Bochum 1848
225336;E. Binaku;Egzon Binaku;27.08.1995;185.42;69.9;LWB;Albania;63;Left;3;3;Malmö FF
211512;L. Hendrie;Luke Hendrie;27.08.1994;152.4;72.1;RB;England;63;Right;3;2;Grimsby Town
187959;M. Peškovi?;Michal Peškovi?;08.02.1982;187.96;88;GK;Slovakia;63;Left;3;1;Cracovia
239159;A. Riel;André Riel;21.10.1989;182.88;73;ST;Denmark;63;Right;4;3;Aarhus GF
231735;A. Fallatah;Abdulmohsen Fallatah;14.06.1994;154.94;69.9;CB;Saudi Arabia;63;Right;3;2;Al Qadisiyah
198195;P. Sliškovi?;Petar Sliškovi?;21.02.1991;193.04;91.2;ST;Croatia;63;Right;3;2;VfR Aalen
245810;W. Ditta;Willer Ditta;23.01.1997;154.94;79.8;CB;Colombia;63;Right;3;2;Junior FC
225330;I. Sayan;?lker Sayan;04.05.1993;167.64;60.8;RW;Turkey;63;Right;3;3;Sivasspor
217650;J. Fujimoto;?? ??;24.03.1984;172.72;68.9;RM;Japan;63;Left;3;3;Gamba Osaka
193073;L. Legge;Leon Legge;01.07.1985;193.04;79.8;CB;England;63;Right;3;2;Port Vale
237361;I. Sirelius;Ian Sirelius;28.10.1987;152.4;78;LM;Sweden;63;Right;3;2;IK Sirius
221489;J. Flores;Jason Flores Abrigo;28.02.1997;167.64;59.9;LW;Chile;63;Right;3;2;CD Antofagasta
202801;Elton Monteiro;Elton Monteiro Almada;22.02.1994;193.04;82.1;CB;Portugal;63;Right;2;2;Mied? Legnica
227632;Jeon Min Gwang;Min Gwang Jeon;17.01.1993;185.42;73;CDM;Korea Republic;63;Right;3;2;Pohang Steelers
247343;M. Mampala;Manasse Mampala;18.07.2000;182.88;74.8;ST;England;63;Right;3;2;Everton
215855;B. Purrington;Ben Purrington;20.05.1996;152.4;73;LB;England;63;Left;3;2;Charlton Athletic
192046;L. Olascoaga;Luis Ernesto Olascoaga Reyes;22.08.1991;165.1;55.8;RB;Mexico;63;Left;1;3;Lobos BUAP
245550;S. Gassama;Sekou Gassama Cissokho;06.05.1995;190.5;88;ST;Spain;63;Right;3;2;Valencia CF
236846;Kenny Rocha Santos;Kenny Rocha Santos;03.01.2000;175.26;67.1;RM;Cape Verde;63;Right;3;3;AS Saint-Étienne
235054;I. Vujica;Ivan Vujica;20.04.1997;154.94;83;LB;Australia;63;Left;3;2;Newcastle Jets
222510;I. Pomazun;Ilya Pomazun;16.08.1996;190.5;83.9;GK;Russia;63;Right;2;1;PFC CSKA Moscow
212782;H. Boateng;Hiram Boateng;08.01.1996;182.88;79.8;CM;England;63;Left;3;2;Exeter City
204334;I. Gelios;Ioannis Gelios;24.04.1992;190.5;76.2;GK;Greece;63;Right;3;1;FC Hansa Rostock
240941;L. Pintor;Lenny Pintor;05.08.2000;152.4;66.2;ST;France;63;Right;3;3;Olympique Lyonnais
239405;J. Jacobs;Jamie Jacobs;03.12.1997;182.88;73.9;CM;Netherlands;63;Left;3;3;AZ Alkmaar
219949;N. Pantaleone;Nicolás Pantaleone;18.02.1993;152.4;77.1;LB;Argentina;63;Left;3;2;Patronato
204845;A. Affane;Amin Affane;21.01.1994;175.26;69.9;CM;Sweden;63;Left;4;3;IFK Göteborg
241708;M. Sagnan;Modibo Sagnan;14.04.1999;187.96;71.2;CB;France;63;Left;3;2;Racing Club de Lens
240172;Edu Cortina;Eduardo Cortina García;25.09.1996;175.26;64;CM;Spain;63;Right;3;3;Real Oviedo
236588;Q. Bena;Quentin Bena;11.05.1998;185.42;78.9;RB;France;63;Right;4;2;Chamois Niortais Football Club
224556;Rao Weihui;???;25.03.1989;152.4;71.2;LB;China PR;63;Left;3;2;Beijing Renhe FC
212012;Borja;Borja Martínez Giner;02.03.1994;175.26;64.9;LM;Spain;63;Left;3;2;Elche CF
208684;C. Dobnik;Christian Dobnik;10.07.1986;154.94;79.8;GK;Austria;63;Right;3;1;Wolfsberger AC
238379;N. Nartey;Nikolas Nartey;22.02.2000;185.42;79.8;CM;Denmark;63;Right;3;3;1. FC Köln
236587;M. Farfan;Marco Farfan;12.11.1998;175.26;68;LB;United States;63;Right;2;2;Portland Timbers
235563;M. Chouiar;Mounir Chouiar;23.01.1999;152.4;74.8;RM;France;63;Right;3;2;Racing Club de Lens
214571;J. Escobar;José Huber Escobar Giraldo;10.09.1987;190.5;78.9;GK;Colombia;63;Right;3;1;Jaguares de Córdoba
202795;K. Ntlhe;Kgosi Ntlhe;21.02.1994;175.26;66.2;LB;South Africa;63;Left;3;2;Rochdale
244010;Josemi;José Miguel Castañeda Macho;26.02.1998;172.72;64.9;CM;Spain;63;Right;3;2;UD Las Palmas
239402;M. Lüftner;Michael Lüftner;14.03.1994;190.5;86.2;CB;Czech Republic;63;Right;2;2;FC København
233514;J. Abu Hanna;Joël Abu Hanna;22.01.1998;182.88;79.8;LB;Germany;63;Left;3;2;SC Fortuna Köln
223018;T. Ünlü;Tolga Ünlü;10.09.1989;182.88;74.8;RB;Germany;63;Right;3;2;BB Erzurumspor
216106;M. Van Damme;Miguel Van Damme;25.09.1993;182.88;79.8;GK;Belgium;63;Right;2;1;KSV Cercle Brugge
197930;J. Parker;Josh  Parker;01.12.1990;154.94;76.2;ST;Antigua & Barbuda;63;Right;3;3;Charlton Athletic
239145;E. Massouema;Eden Massouema;29.06.1997;182.88;73;CDM;France;63;Right;3;2;Valenciennes FC
231465;J. Monroy;Jordy Monroy;03.01.1996;185.42;69.9;RB;Armenia;63;Right;2;2;Boyacá Chicó FC
231720;Q. Braat;Quentin Braat;06.07.1997;193.04;89.8;GK;France;63;Right;2;1;FC Nantes
227880;C. Stokes;Chris Stokes;08.03.1991;185.42;83;CB;England;63;Left;3;2;Bury
238631;L. Schnellbacher;Luca Schnellbacher;06.05.1994;154.94;76.2;ST;Germany;63;Right;2;3;VfR Aalen
229412;Julen López;Julen López Salas;20.07.1995;190.5;83.9;CB;Spain;63;Left;3;2;SD Eibar
227876;L. Campana;Lucas Campana;03.03.1993;154.94;74.8;ST;Argentina;63;Right;2;2;Club Deportes Temuco
198692;D. Parrett;Dean Parrett;16.11.1991;152.4;73;CM;England;63;Right;3;2;Gillingham
198436;M. Hvilsom;Mads Dittmer Hvilsom;23.08.1992;185.42;82.1;ST;Denmark;63;Right;3;2;SønderjyskE
237091;Kim Hyeon Wook;??? ???;22.06.1995;160.02;60.8;CM;Korea Republic;63;Left;3;3;Gangwon FC
171555;J. Mucha;Ján Mucha;05.12.1982;187.96;87.1;GK;Slovakia;63;Right;3;1;Hamilton Academical FC
11811;P. Green;Paul  Green;10.04.1983;170.18;77.1;CM;Republic of Ireland;63;Right;3;2;Crewe Alexandra
205091;N. Gotfredsen;Nicholas Gotfredsen;05.02.1989;185.42;78;RB;Denmark;63;Right;3;2;Hobro IK
246306;Carlos Doncel;Carlos Doncel Ordóñez;04.12.1996;170.18;64;LM;Spain;63;Left;2;3;RCD Espanyol
244514;P. Lima;Pablo Lima;19.08.1990;154.94;77.1;CDM;Uruguay;63;Right;3;2;La Equidad
243746;M. Zimmer;Maximilian Zimmer;10.07.1992;175.26;72.1;CAM;Germany;63;Right;3;3;FC Energie Cottbus
242466;J. Mosquera;José Luis Mosquera Moreno;14.03.1995;154.94;69.9;CB;Colombia;63;Right;2;2;Boyacá Chicó FC
229666;U. Korun;Uroš Korun;25.05.1987;187.96;78.9;CB;Slovenia;63;Right;2;2;Piast Gliwice
202786;R. Sánchez;Richard Sánchez;05.04.1994;190.5;88.9;GK;Mexico;63;Right;2;1;Chicago Fire
104737;B. Roche;Barry Roche;06.04.1982;193.04;89.8;GK;Republic of Ireland;63;Right;3;1;Morecambe
247328;Unai Vencedor;Unai Vencedor Paris;15.11.2000;175.26;71.2;CM;Spain;63;Right;4;3;Athletic Club de Bilbao
246816;E. Sylvestre;Eddy Sylvestre;29.08.1999;172.72;68.9;RW;France;63;Left;3;3;OGC Nice
156704;T. Eriksson;Robert Tobias Eriksson;19.03.1985;152.4;69.9;RM;Sweden;63;Right;4;2;GIF Sundsvall
213280;C. Pain;Connor Pain;11.11.1993;175.26;68;LM;Australia;63;Left;3;2;Central Coast Mariners
202528;J. Ruffels;Josh Ruffels;23.10.1993;152.4;74.8;LB;England;63;Left;3;2;Oxford United
182047;Wu Yan;??;07.01.1989;190.5;82.1;GK;China PR;63;Right;2;1;Henan Jianye FC
207903;P. Mráz;Patrik Mráz;01.02.1987;187.96;74.8;LB;Slovakia;63;Left;3;2;Zag??bie Sosnowiec
185118;M. Perdiji?;Matko Perdiji?;26.05.1982;195.58;93.9;GK;Croatia;63;Right;2;1;Zag??bie Sosnowiec
179742;S. Ito;?? ?;24.07.1988;182.88;76.2;ST;Japan;63;Right;3;2;Kashima Antlers
243742;J. Matuwila;José-Junior  Matuwila;20.09.1991;185.42;79.8;CB;Germany;63;Left;3;2;FC Energie Cottbus
239134;N. Fofana;Nama Fofana;12.06.1990;182.88;78;RWB;France;63;Right;3;2;La Berrichonne de Châteauroux
181021;D. Djulbic;Dino ?ulbi?;16.02.1983;193.04;89.8;CB;Australia;63;Right;3;2;Perth Glory
239901;S. Kalajdzic;Sasa Kalajdzic;07.07.1997;200.66;76.2;ST;Austria;63;Right;3;2;FC Admira Wacker Mödling
245532;H. Silveira;Hugo Gabriel Silveira Pereira;23.05.1993;187.96;82.1;ST;Uruguay;63;Right;2;2;Club Atlético Tigre
177692;M. Jones;Mike Jones;15.08.1987;182.88;78;CM;England;63;Right;3;3;Carlisle United
242204;C. Kouan;Christian Kouan;20.12.1999;152.4;73.9;CM;Ivory Coast;63;Right;3;3;Perugia
240156;L. Marseiler;Luca Marseiler;18.02.1997;175.26;68;RM;Germany;63;Right;5;3;SpVgg Unterhaching
222236;Yang Xiaotian;???;26.03.1990;152.4;72.1;LB;China PR;63;Left;3;2;Jiangsu Suning FC
208668;D. Henen;David  Henen;19.04.1996;185.42;73;LW;Belgium;63;Right;4;3;Sporting de Charleroi
203292;O. Turton;Oliver Turton;06.12.1992;154.94;74.8;RB;England;63;Right;3;2;Blackpool
243739;L. Schlüter;Lasse  Schlüter;27.04.1992;185.42;78;LB;Germany;63;Left;3;2;FC Energie Cottbus
239899;Víctor Fernández;Víctor Fernández Satué;02.05.1998;175.26;69.9;LM;Spain;63;Right;3;3;Newcastle United
236315;A. Jones;Alfie Jones;07.10.1997;182.88;69.9;CB;England;63;Right;3;2;Southampton
230171;Carlos Travisso;Carlos Adilson Travisso Rocha;29.02.1984;154.94;74.8;GK;Brazil;63;Right;3;1;Vitória
207899;Neto;Alvino Volpi Neto;01.08.1992;187.96;93;GK;Brazil;63;Right;2;1;Deportivo Pasto
203034;J. Day;Joe Day;13.08.1990;190.5;83.9;GK;England;63;Left;2;1;Newport County
245785;S. Hatanaka;?? ???;25.08.1995;182.88;79.8;CB;Japan;63;Right;3;2;Yokohama F. Marinos
240665;Carlos Gracia;Carlos Moros Gracia;15.04.1993;182.88;79.8;CB;Spain;63;Right;3;2;GIF Sundsvall
242707;G. Lillard;Grant Lillard;05.12.1995;193.04;88;CB;United States;63;Left;4;2;Chicago Fire
232467;H. Mita;?? ??;14.09.1990;172.72;63;CM;Japan;63;Left;3;2;Vissel Kobe
187154;N. Canavan;Niall Canavan;11.04.1991;190.5;76.2;CB;Republic of Ireland;63;Left;2;2;Plymouth Argyle
182802;Wang Yun;??;28.03.1983;175.26;74.8;CM;China PR;63;Right;4;2;Shanghai Greenland Shenhua FC
181010;L. Broxham;Leigh Broxham;13.01.1988;170.18;64.9;LB;Australia;63;Right;2;2;Melbourne Victory
215570;G. Rea;Glen Rea;03.09.1994;182.88;73;CDM;Republic of Ireland;63;Right;3;2;Luton Town
199442;M. Grgic;Mario Grgic;10.09.1991;152.4;62.1;CM;Austria;63;Right;3;3;SV Mattersburg
238097;Na Sang Ho;??? ???;12.08.1996;172.72;69.9;ST;Korea Republic;63;Right;4;2;FC Tokyo
237329;J. Willock;Joseph Willock;20.08.1999;182.88;71.2;CM;England;63;Right;3;3;Arsenal
169489;J. Byrom;Joel Byrom;14.09.1986;182.88;78;CM;England;63;Left;3;2;Stevenage
232465;S. Tomita;?? ??;20.06.1986;170.18;64;CM;Japan;63;Right;3;2;Vegalta Sendai
228625;A. Kanno;Abdullah Kanno;27.01.1990;154.94;67.1;CB;Saudi Arabia;63;Right;3;2;Al Fayha
227857;B. Badibanga;Beni Badibanga;19.02.1996;175.26;71.2;LM;Belgium;63;Right;3;3;Waasland-Beveren
234000;Sander Asevedo;Sander Luan Asevedo Cirino;29.02.1984;187.96;79.8;GK;Brazil;63;Right;1;1;Paraná
225808;H. Hallberg;Herman Hallberg;22.05.1997;154.94;71.2;CM;Sweden;63;Right;2;2;Kalmar FF
177679;D. Vržogi?;David Vržogi?;10.08.1989;154.94;68;LB;Germany;63;Left;3;2;SV Meppen
233743;B. Tabla;Ballou Tabla;31.03.1999;175.26;69.9;LM;Canada;63;Right;4;3;Albacete BP
209935;D. Gallagher;Declan Gallagher;13.02.1991;195.58;86.2;CB;Scotland;63;Right;3;2;Livingston FC
237582;K. Nagato;?? ??;15.01.1995;172.72;71.2;LM;Japan;63;Left;3;3;Vegalta Sendai
214030;C. Rentería;Carlos Enrique Rentería Olaya;05.07.1995;175.26;69.9;CM;Colombia;63;Right;3;2;Deportes Tolima
212750;E. Hurtado;Erik Hurtado;15.11.1990;152.4;78.9;ST;United States;63;Right;2;2;Sporting Kansas City
200718;J. Hammar;Johan Hammar;22.02.1994;198.12;83.9;CB;Sweden;63;Right;3;2;BK Häcken
186637;M. Gomes;Mike Gomes;19.09.1988;154.94;74.8;RB;Switzerland;63;Right;3;2;Neuchâtel Xamax
232461;Kim Min Tae;??? ???;26.11.1993;187.96;78;CB;Korea Republic;63;Right;3;2;Hokkaido Consadole Sapporo
224525;J. Sellars;Jerrell Sellars;11.12.1995;172.72;73;LM;England;63;Left;3;2;Östersunds FK
199181;Y. Tokunaga;?? ??;25.09.1983;154.94;77.1;CB;Japan;63;Right;3;2;V-Varen Nagasaki
173836;L. Alessandra;Lewis Alessandra;08.02.1989;175.26;73;ST;England;63;Right;3;3;Notts County
220684;Pau Morer;Pau Morer Vicente;10.10.1995;172.72;68.9;LM;Spain;63;Right;3;3;Sandefjord Fotball
215052;L. Kruspzky;Lucas Kruspzky;06.04.1992;170.18;71.2;LB;Argentina;63;Left;3;2;Club Atlético Aldosivi
228363;J. Kramer;Joris Kramer;02.08.1996;190.5;76.2;CB;Netherlands;63;Left;2;2;AZ Alkmaar
220682;Murilo Mendes;Murilo Otávio Mendes;08.03.1995;152.4;73;ST;Brazil;63;Right;3;3;Livorno
225545;K. Froese;Kianz Froese;16.04.1996;152.4;77.1;CAM;Canada;63;Right;2;3;Fortuna Düsseldorf
221961;A. Torralvo;Amaury Torralvo Polo;12.01.1994;170.18;64.9;LB;Colombia;63;Left;3;2;La Equidad
218633;F. Piasecki;Fabian Piasecki;04.05.1995;185.42;77.1;LM;Poland;63;Right;3;3;Mied? Legnica
206089;C. McGeehan;Cameron McGeehan;06.04.1995;154.94;71.2;CM;Northern Ireland;63;Right;3;3;Barnsley
198153;J. Taylor;Jake Taylor;01.12.1991;152.4;77.1;CM;Wales;63;Right;3;2;Exeter City
177672;D. Da Costa;David Da Costa;19.04.1986;187.96;78.9;GK;Switzerland;63;Left;2;1;FC Lugano
240136;João Tavares;João Tavares Almeida;12.12.1998;175.26;69.9;CM;Portugal;63;Right;3;3;SC Braga
231944;Woo Chan Yang;??? ???;27.04.1997;154.94;66.2;LB;Korea Republic;63;Left;4;2;Pohang Steelers
234760;A. Reca;Arkadiusz Reca;17.06.1995;187.96;81.2;LB;Poland;63;Left;3;3;Atalanta
240647;V. Bezecourt;Vincent Bezecourt;10.06.1993;170.18;68;CAM;France;63;Left;4;3;New York Red Bulls
240135;Nuno Macedo;Nuno Alberto Macedo Pereira;29.05.1999;182.88;78;GK;Portugal;63;Right;3;1;Moreirense FC
239367;R. Hack;Robin Hack;27.08.1998;175.26;68.9;LW;Germany;63;Right;4;4;TSG 1899 Hoffenheim
230919;A. Iacovitti;Alex Iacovitti;02.09.1997;185.42;68;CB;Scotland;63;Left;3;2;Oldham Athletic
199684;P. Malarczyk;Piotr Malarczyk;01.08.1991;187.96;79.8;CB;Poland;63;Right;3;2;Korona Kielce
221443;S. Mensiro;Samuel Mensiro;19.03.1989;175.26;73.9;CB;Ghana;63;Right;2;2;Östersunds FK
210691;L. Nilsen;Lasse Nilsen;21.02.1995;154.94;72.1;LM;Norway;63;Left;2;2;Tromsø IL
232706;M. Fujita;?? ??;08.05.1986;175.26;74.8;RB;Japan;63;Right;4;2;Sagan Tosu
224770;S. Kashket;Scott Kashket;26.02.1996;175.26;66.2;RW;England;63;Left;3;3;Wycombe Wanderers
